Sl no,Tweets,Search key,Feeling
34," #34: @• NICK • ed ""@BTS_twt I am so happy that you are happy, and I really want this feeling to be family to you ..What matters most is to see them happy and fulfilled! So be good Hobi, and make the most of all these special moments !! We are here for you and with you ♡We love you, our little sun 💛""",happy moments,happy
7021," #54: @drmarkhayes ed ""The Courier-Mail ran Ms Caldwell’s article front page, and all loyal Queenslanders, like me, read the CM daily for our Instructions on what to think, and now, on how to vote Correctly. 😖👿 https://t.co/tL760PHn4x""",loyal,happy
5363," #49: @Otquinhert ed ""RT @TheOldPathTV: Let us put our trust upon Him who sees our hearts and grants our prayers.#PeculiarPeopleMCGI""",trust,happy
1888," #13: @A.R. Moxon (read pinned ) ed ""Repeat: this ""infanticide"" line from top Republicans is the darkest kind of hate speech.Women will die because of it. Maternal mortality has tripled since the 80sAdditionally, it dishonors the fathomless grief of parents of infants dead of complicationsIt's anti-life speech""",grief,sad
8683,"Tweet #48: @Libra tweeted ""RT @btstranslation7: + we’ve got korean, english, chinese, & portuguese textthe tone isn’t as bright, it’s regretful or it has the spirit…""",regretful,sad
2272," #36: @Anita ed ""@BellisPerennis0 I remember an article about this but not 100%. Could it be Robert Putnam and Our Kids: The American Dream in Crisis?""",glum,sad
2675," #4: @Mike Wood ed ""@Robbiejohno @TimothyHatchet @StuBrennanMEN Nothing special ha ha ha ha.  Ask anyone knowledgeable on football and you will be laughed out of site.  Just look at Sterling alone!! I could go on but muppets irritate me.""",irritate,angry
1147," #47: @Muhd Khairi ed ""RT @ohteenquotes: A real friend is someone who listens, doesn’t judge, and somehow makes everything alright. You’re lucky if you found one.""",lucky,happy
5169," #27: @カイリ@ もう一回 ed ""RT @granblueactors: Lucio: Gods are eternal, absolute. That remains true even now, having been split in twain. They aren’t beings mortals c…""",calm,happy
6160," #23: @ぴーちゃんだ← ed ""@Rinshi_despair ん？！wwwww同じアイコンwww""",despair,sad
5824," #18: @laurel holly🧡 ed ""RT @gabbbssr: I will always have my self doubts: -insecure of my body-dislike my facial features-be jealous of pure beauty -hate to go…""",jealous,angry
5015," #39: @Atlegang ed ""RT @Tshi_Nakanyane: The choices we regret the most are not the ones we took but those we feared taking. Be bold enough to become the best…""",bold,happy
1123," #23: @Ulises Loria (17 days until B-Day) ed ""@AgentFebs Lucky you! I saw 3 jewels, Destiny, GTA V and Battlefield hardline. I prefer BF4 tho.""",lucky,happy
3922," #8: @becca p ed ""RT @lindseyyx2: A 26 year old man kidnapped, raped & impregnated a 11 year old girl in Ohio. & thanks to their heartbeat bill she will now…""",disgust,disgust
32," #32: @Md Maskorul Alom ed ""Happy moments! @ Shopnopuri Dinajpur https://t.co/NL0wg4qx01""",happy moments,happy
5701," #39: @B Lair ed ""@true_pundit Well....she is a special kind of stupid, so......""",kind,happy
8691,"Tweet #56: @Nedah tweeted ""RT @LorenzanaAshley: Being pregnant is NOT easy .. giving birth is something else and raising a child has been the hardest thing of my life…""",regretful,sad
30," #30: @ᴍᴀʀʟᴇɴᴇ ed ""RT @blissedbailey: ‘    “Some of the best moments in life are the ones you can’t tell anyone about. “…""",happy moments,happy
7748," #17: @てぐ ed ""2019-05-08　17:39:38 (JST)""",daze,surprise
762," #71: @Paul „Kr0n!x“ Schulz ed ""@stocki_esports Happy bday stocki 🤓""",happy,happy
3988," #74: @Emi 💋 ed ""RT @lindseyyx2: A 26 year old man kidnapped, raped & impregnated a 11 year old girl in Ohio. & thanks to their heartbeat bill she will now…""",disgust,disgust
2457," #9: @PYEE 🌸 ed ""RT @haesthetic86: She was supposed to come to my house to propose me but instead she sent these. so how can I say No. this bad girl made m…""",bad,sad
107," #35: @Edwin ed ""RT @jimrome: Celtics getting booed at home in Game 4 is amazing. And they deserve it""",amazing,happy
9482,"Tweet #38: @яєи ✖️🍁✨ tweeted ""Kill painful memories by creating better ones...""",painful,sad
6004," #57: @zazazazaza ed ""RT @DjaidaouiKamal: Il faut arrêter avec l’indignation sélective et et la rhétorique #sioniste.Il incombe maintenant à la communauté inter…""",indignation,angry
2613," #22: @Jay Aherne. ed ""RT @SamUOENO: On my way to annoy my mum when I’m bored https://t.co/7Si6FlG7xk""",annoy,angry
8784,"Tweet #78: @MissContrary tweeted ""RT @ThatGuyHaf: Telling a depressed person to be happy because they are loved is like telling someone with asthma to breathe because there…""",depressed,sad
4349," #13: @Drugvilla ed ""Below are some of the most common problems that pregnant women may face:#Indigestion,#Constipation,#Faintness,#Backache,#Nausea,#Bleeding,#Vomiting,#Cramp,#High blood pressure,#Feeling hot,#Urinating a lot,#Vaginal discharge,#Sleeplessness,#Itching,#Tiredness,#Headaches https://t.co/bPQhYFUSVT""",nausea,disgust
736," #45: @antigoni ✨ ed ""@BTS_twt you happy = me happy""",happy,happy
9910,"Tweet #50: @Kvothe tweeted ""@DidiDiya Hmm you would? I mean back in the old days it was useful, altho still annoying for people who didn't want to wake up, but for today its both useless and annoying, so idk why youd love that""",annoying,angry
5401," #18: @TisforTolulope ed ""@Skibobo @abyyykv @OsheyD That’s the truth, whether you accept it or not. Nobody will open up if they don’t feel like their grievances, feelings or complaints are being taken serious. Anything as little as a deep sigh, eye roll or tensed body is enough to make her just keep everything to herself.""",tensed,fear
4578," #12: @🦄𝕫𝔸𝕫𝔸𝕥ℍ𝕠𝕌𝕤𝕋𝕣𝔸 ed ""RT @mariecmoli: Tout disparaît en un clin d'œil, un instant, pardonnez souvent, aidez, soutenez, aimez de tout votre cœur. Soutien, force e…""",courage,happy
8539," #58: @Marlin ed ""@BetteMidler we are witnessing the end of America as we know it.  I am very sorrowful and sad.""",sorrowful,sad
6722," #53: @The Girl with the Cock Tattoo ed ""@Jamario44 @killbhillx With the intention of separating herself from women who don’t dress that way, which is why she mentioned she was a wife. Her point being, modesty is what makes you a wife. Stop jumping through mental hoops Daquan.""",modesty,happy
5508," #52: @Chidi ed ""RT @JenniferOssai4: @Chi_don34 Nna,relax let's call you ""king""🙄 small fine picture and his girlie face is swelling.😜""",relax,happy
9534,"Tweet #7: @Bambss ✨ tweeted ""@Mr_Feye Did you place a bet on that match? It has been paining you since last night 😂🤷🏾‍♀️""",paining,sad
6200," #63: @ネガティブやっちゃんbot ed ""やっちゃん｢皆のスポドリつくろう…ハッ！(私の手についた病原菌がたくさん入ったスポドリで部員全員嘔吐下痢、試合には出られなくなって責任を問われ学校退学…！！！)｣""",despair,sad
1080," #75: @Kalisa Eric ed ""RT @dreynders: Very pleased to exchange with my Rwandan counterpart 🇷🇼 @rsezibera in the margins of #EBS2019 on #EU-#AU relations as well a…""",pleased,happy
1341," #14: @ً ed ""When you’re happy, you enjoy the music. But when you’re sad, you understand the lyrics""",sad,sad
5744," #14: @Halrin ed ""あそういえばオタク結局1回戦落ちしてんじゃん 🦀ENVY IS GONE 🦀""",envy,angry
9207,"Tweet #69: @SHEilds Ltd tweeted ""@HullBatteries @anomaly_hivis @SquideoMrketing @Synergy_Lights @PochatTraining @BlueDiamondSTL @burleyfires Seconded, this is a troubling trend we've also noticed alongside other haste over safety gambles - a few minutes saved on the road is never worth massively ramping up the odds of a lifechanging crash.""",troubling,sad
2809," #30: @🐘 Kara 🐘 ed ""RT @TeaBoots: This officer has my utmost Respect ...showing such restraint...not allowing-this mighty mouth to provoke him -https://t.co/…""",provoke,angry
3461," #31: @Lynjohn Houli ed ""RT @realDailyWire: Ilhan Omar And Rashida Tlaib Attack Israel, Defend Palestinian Terror Attacks https://t.co/1XlssEN5CK""",terror,fear
9466,"Tweet #22: @Kay Grant tweeted ""RT @GMB: How painful is childbirth? @piersmorgan finds out the hard way! 😣C'mon Piers! You can do it! #PushPiersPush https://t.co/RnsZ2WX…""",painful,sad
2850," #71: @Streets-of-Tears ed ""RT @vanbadham: To understand Scott Morrison’s hectoring behaviour in that #abc730 interview: he rote-learns lines on things he doesn’t unde…""",provoke,angry
6976," #9: @마땅 ed ""RT @billboard: BTS has their loyal fan #ARMY, and Ariana Grande has a hard-working #Arianator in the form of BTS’ Jungkook #BillboardNews h…""",loyal,happy
933," #74: @sa7bik ed ""Alhamdulilah with the first day done, the second is upon us. Be mindful of time, and make the most of this blessed month Insha’Allah!""",blessed,happy
8247," #13: @Egrinaldo silva ed ""RT @Israel: 🇮🇱🕯Today, #Israel unites in memory of  23,741 soldiers who have died protecting our country & 3,150 people who have fallen vi…""",bless,happy
2485," #37: @斉藤匡崇 ed ""RT @GRASAM_ANIMAL: ▼△▼ アルバム情報解禁 ▼△▼NEW ALBUM『GOLDEN BAD』 ¥2,000(Tax out)5月8日、全国のCDショップにて発売開始！！1.Bali High2.HERO3.ヤモメ4.花の香りに5.厄介な…""",bad,sad
4377," #41: @Lover Of Pizza 🍕 ed ""this nausea won't leave me in peace 😩😩""",nausea,disgust
5633," #41: @gossipmarseille ed ""@MARIE19111962 @fxbellamy @RenaudMuselier @brunogilles13 @MartineVassal @jcgaudin @Boualemsarah @Patrick_BORE @laurentwauquiez De Belgique vous êtes venu ? Vous êtes dans le fanatisme Bellamy au vue de votre profil !!""",bore,sad
252," #24: @🎵HubbUK🎵 ed ""Kill The Silence (@KillTheSilence) - All We AreWHAT WHAT WHAT!!!!! TUNEHuge thanks to @PlugginBaby for sharing this with us#share #gratitude #sharing #tunehttps://t.co/zc7In8M3G2""",gratitude,happy
484," #17: @Zoelane ed ""@PaganTrelawney William could never come across half as sincere & real as Harry did . That’s the beef they have. He is a man full of joy & in awe of his baby & wife. King Billy hasn’t ever communicated that to the public. Once again they reflect the cold & dead inside qualities of who they Stan.""",joy,happy
9218,"Tweet #80: @michaelwhee tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…""",troubling,sad
8566,"Tweet #16: @Divine moloto tweeted ""Your future self will tell a story truer than the sum of your past. Don't stifle your growth by regretting your past, it's time to get up and 10X#10X""",regretting,sad
3041," #7: @Gloria Rocha ed ""RT @krassenstein: Note for all the hateful bigots banned on Facebook and Twitter, and all the wanna-be lawyers acting like they are smart:…""",hateful,angry
6686," #17: @howiegoldfarb ed ""@WarpedMirrorPMB @RepMcGovern Every sentence that Jim McGovern speaks or writes begins with ""I""... #modesty""",modesty,happy
7104," #4: @princess ed ""RT @filmfare: Here’s wishing the most stylish, most adorable and the happiest power couple, @sonamakapoor and @anandahuja a very happy firs…""",very happy,happy
7700," #56: @Bharath Srinivas ed ""RT @chunkymark: 3-0 down!!!!  Liverpool stun Barcelona stun the World by beating Messi and the Spanish champions FOUR NIL!!!! 😱 Believe!!!…""",stun,surprise
3624," #55: @mollie ed ""@AnnaColarussoo @angelllliiica @hughes_bella and this is why they scare me""",scare,fear
8953,"Tweet #1: @Pina Swastek tweeted ""RT @TCDSB: TCDSB joins the entire Catholic community in mourning the death of Jean Vanier, founder of L’Arche International, an individual…""",mourning,sad
7333," #62: @nyamjooooon~ ed ""RT @tsunenikth: jungkook never fails to amaze me https://t.co/UJEKG0OtQZ""",amaze,happy
8031," #39: @AbdiRaxman S Saeed ed ""RT @PatrickHeinisc1: Democratic and peaceful #Somaliland receives $150 million per year in donor funding while war-torn #Somalia receives m…""",prosperous,happy
5052," #76: @makino ed ""RT @NatGeoTravel: These nature photos just might inspire you to plan your next Scandinavian adventure. https://t.co/dx6xx8xTYB""",bold,happy
5856," #50: @Rok Howard ed ""Here’s another one. #jealous https://t.co/J59Lqlqbjs""",jealous,angry
1114," #14: @1010 ed ""@lucky_mink せんきゅー！""",lucky,happy
8465," #47: @🐼❤DTBY_Yelena🐼❤ 윌로 나 ed ""RT @montenegro_emil: #ADNTilTheEndOfTime 😘@lynieg88 @Darwaine88 @prettymai_0105 @radoc_jeana @boongaling_e @DiosaRMendoza @carl05290 Some…""",sadness,sad
8813,"Tweet #26: @Ali tweeted ""RT @Godmade__: A very sad day for Police & Pakistan5 policemen embraced martyrdom in lahore blastAn ASI has been martyred and 2 policemen…""",very sad,sad
7233," #63: @Aimi Nursyameem ed ""RT @barbiefobia: THEY REALLY SHOWED YOONGI ON THE BIG SCREEN AT DODGERS GAME, HE LOOKS SO HAPPY I’M DEVASTATED https://t.co/bl2tcfss57""",so happy,happy
6145," #8: @Madame ed ""RT @RhonieSays: Let’s begin our day with a word of prayer! Father,We strive to forget not Your benefits that heals our diseases & redeems u…""",despair,sad
8090," #9: @jhaz🍭 ed ""RT @MasterReiner: Overthinking breaks your own happiness and heart""",happiness,happy
2566," #49: @Ian Davis ed ""RT @midsomerplots: A cryptocurrency startup founder is found encased in a giant candle. Suspicion falls on Broughton’s Shaft Appreciation S…""",angry,angry
260," #32: @Carla ed ""RT @ShawnMendes: Wow overwhelmed with gratitude all of a sudden. My life is crazy.. thank you so much ❤️""",gratitude,happy
9238,"Tweet #19: @Dëbs tweeted ""RT @roaringsoftly: Are there other emotions besides guilt and anxiety""",guilt,sad
5469," #13: @CompassedShip ed ""@Brazil2Wish @BRAPerthSaint Relax. She ain't a casting director. 😂""",relax,happy
8157," #2: @Ken Christian Aniche ed ""Happy birthday, SOMA. Keep rising. God bless and keep you. You're lifted, nna. https://t.co/gFe1wBOrj9""",bless,happy
2223," #61: @freeman_oi ed ""RT @GaryAlejano: 66 Chinese workers are working on the Chico River Irrigation Project, 66 jobs that should have been for Filipinos. This pr…""",tragic,sad
9232,"Tweet #13: @#ManufacturedTrumpSupporter IFBMAGA tweeted ""RT @GayRepublicSwag: He didn't apologize to the Pennsylvanian women he disrespected. He didn't apologize for attacking Christians... couldn…""",guilt,sad
8960,"Tweet #8: @Hadassah ☿ Chayim 🇮🇱✡️🇺🇲🏳️‍🌈🐘 tweeted ""RT @HenMazzig: Israel Memorial Day.Mourning:23,741 fallen soldiers 3,150 Israeli civilian victims of terror.We count each one, because…""",mourning,sad
